0.0	6.7617584e-05
0.0	0.0015624305
0.0	0.6980977
1.0	0.9999627
0.0	4.734744e-06
1.0	0.00052409206
1.0	0.9936732
0.0	1.2073065e-09
0.0	0.00163068
0.0	5.256375e-10
1.0	0.9999882
0.0	0.008902713
0.0	0.004023984
0.0	0.021127649
0.0	0.0045246133
1.0	5.090978e-05
0.0	0.97828126
0.0	3.312356e-09
0.0	3.4510808e-07
0.0	3.0178406e-08
0.0	0.0001801628
0.0	3.8352407e-12
1.0	0.0023157275
0.0	4.5577376e-23
1.0	0.9938699
1.0	9.197288e-18
0.0	9.433517e-10
0.0	1.1109513e-05
0.0	0.00035350161
0.0	5.664016e-18
0.0	0.99996257
0.0	0.021650646
0.0	2.644184e-15
0.0	3.9293617e-11
0.0	3.7624747e-07
1.0	1.1719223e-08
0.0	1.5485042e-09
1.0	0.9966024
0.0	3.461908e-14
0.0	3.9485556e-08
0.0	0.0008171211
1.0	4.019407e-11
0.0	5.125945e-06
0.0	8.32933e-12
0.0	1.9001994e-10
0.0	7.0752765e-10
0.0	1.7552371e-05
0.0	0.9997476
1.0	0.9999858
0.0	0.003217229
1.0	0.000656788
0.0	0.0048361295
0.0	0.04695838
0.0	0.0039221006
0.0	0.1936618
0.0	0.84090537
0.0	0.001196599
0.0	0.0014493143
0.0	0.03122302
1.0	3.905491e-06
0.0	0.00022205338
1.0	0.0010962867
0.0	0.00013342511
1.0	6.394721e-05
0.0	6.2050695e-08
0.0	5.346314e-14
0.0	8.001038e-06
0.0	3.8653696e-05
0.0	4.246927e-11
1.0	0.99696916
0.0	2.382338e-06
0.0	0.0015614764
0.0	0.99208236
1.0	0.055139933
0.0	1.7417542e-09
0.0	3.0030634e-10
0.0	4.7515878e-05
0.0	7.4103795e-05
1.0	1.3939336e-06
0.0	3.202742e-26
1.0	7.996579e-15
0.0	1.9935876e-11
0.0	0.0028042945
1.0	0.99568045
0.0	6.532178e-13
0.0	5.179348e-05
0.0	0.995598
1.0	0.0015927948
1.0	0.9999807
1.0	0.0001424093
0.0	1.641278e-16
0.0	0.0009638274
0.0	5.389372e-08
0.0	0.99885976
0.0	8.405303e-07
0.0	1.0838617e-07
0.0	2.6741438e-06
1.0	0.3663552
0.0	0.00013036914
0.0	5.5326684e-08
0.0	1.039725e-14
1.0	0.99971014
0.0	3.200008e-10
0.0	2.8305467e-06
0.0	0.8280403
0.0	4.884118e-06
0.0	6.225943e-05
1.0	0.122109674
0.0	2.9970838e-06
0.0	7.968467e-09
1.0	4.1086086e-18
0.0	1.8100842e-13
0.0	1.3599872e-09
0.0	1.2810998e-11
0.0	1.656689e-24
1.0	0.00062290486
1.0	0.00042980173
0.0	7.045612e-13
0.0	1.8766005e-10
1.0	1.5171915e-18
1.0	3.0630717e-13
0.0	3.9927308e-08
1.0	0.6514383
0.0	0.00025226225
1.0	3.8864272e-08
1.0	0.00013539601
1.0	0.0007416985
0.0	0.907162
0.0	0.7116543
0.0	0.0018608564
0.0	0.00047708218
0.0	1.9812269e-05
0.0	2.457543e-08
0.0	0.9999629
1.0	1.5653879e-07
0.0	3.077961e-08
0.0	9.538134e-09
0.0	0.9630232
1.0	8.613773e-22
0.0	0.0034029551
0.0	2.7063177e-10
0.0	2.1195982e-11
0.0	1.6057884e-09
1.0	0.0001710441
1.0	0.9996921
0.0	1.5143515e-08
0.0	1.2481789e-05
0.0	1.7598736e-09
0.0	0.9256066
1.0	2.2150546e-06
0.0	4.6447862e-08
0.0	2.0930746e-07
0.0	5.9479717e-08
1.0	3.617901e-12
1.0	0.0012164412
1.0	0.9999398
0.0	1.0359776e-05
0.0	1.0915977e-05
0.0	6.9532854e-07
0.0	3.88561e-09
0.0	3.0829528e-05
0.0	2.8403543e-10
1.0	0.0005773393
0.0	0.00015345904
0.0	5.6619465e-09
0.0	6.8762038e-06
0.0	2.5290633e-06
0.0	1.0553537e-13
1.0	0.0001792731
0.0	1.6405941e-18
0.0	0.95260626
0.0	7.3093615e-06
0.0	2.9960129e-05
0.0	0.110919856
0.0	1.2443116e-05
0.0	0.2737867
1.0	4.601277e-05
0.0	0.0001520974
0.0	6.124495e-18
0.0	7.1869466e-09
0.0	1.4049849e-12
0.0	0.00043828678
0.0	8.264982e-07
0.0	2.0988866e-12
1.0	7.619884e-05
0.0	0.0003791734
0.0	4.7157813e-05
0.0	0.0027546864
0.0	0.0076386156
0.0	1.4029108e-05
0.0	1.5884545e-10
0.0	0.000822734
0.0	0.7849086
0.0	0.8867842
0.0	7.3546323e-07
0.0	0.0006030952
0.0	1.2229054e-05
0.0	2.040585e-06
0.0	4.75371e-08
1.0	3.8026257e-05
1.0	0.65795636
0.0	4.2419426e-10
0.0	0.9791214
1.0	0.006648251
0.0	0.9929195
0.0	3.0992698e-11
0.0	3.63856e-05
0.0	2.192464e-16
0.0	1.5409278e-05
1.0	0.97935987
1.0	0.004499157
0.0	2.2098753e-08
0.0	0.9996816
1.0	0.9999819
0.0	0.010861623
